id,name,date,time,weekday,start_datetime_local,city,location,locations,time_bucket,company,primary_host,cohosts,all_hosts,host_keys,invite_only,sponsor_tier,event_url,partiful_id,source_url,diff_type,opportunity_score,tier,rationale
6393,AI on Main Street: How Chinatown's Small Businesses Are Using AI,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Chinatown,Chinatown,Evening,Welcome to Chinatown,Welcome to Chinatown,,Welcome to Chinatown,welcome-to-chinatown,False,,https://partiful.com/e/hl2AIeWhZ1e2t6LveEGw,hl2AIeWhZ1e2t6LveEGw,https://www.tech-week.com/calendar/nyc,added,51,B,"AI/agents; downtown convenient; peak Tuesday, evening; open/rsvp"
6642,The Semiconductor & AI Supply Chain Lunch: Investors & Operators,2026-06-04,12:30:00,Thursday,2026-06-04 12:30,New York City,Nomad,Nomad,Noon,Silicon Frontier,Silicon Frontier,Startup Baddie,Silicon Frontier; Startup Baddie,silicon-frontier; startup-baddie,False,,https://partiful.com/e/WJe6XcxPXwbpCiCVLCas,WJe6XcxPXwbpCiCVLCas,https://www.tech-week.com/calendar/nyc,added,51,B,"founders/operators; AI/agents; leaders/builders; near downtown; Thursday density, midday; open/rsvp"
6506,Fintech Engineers Happy Hour,2026-06-01,18:00:00,Monday,2026-06-01 18:00,New York City,SoHo,SoHo,Evening,Dots (YC S21),Dots (YC S21),,Dots (YC S21),dots-yc-s21,False,,https://partiful.com/e/pmDosvwgBQPxLVDk8WWb,pmDosvwgBQPxLVDk8WWb,https://www.tech-week.com/calendar/nyc,added,50,B,"software builders; networking format; downtown convenient; early-week push, evening; open/rsvp"
4882,Voice AI Meetup: Build a Voice Agent in 1 hour,2026-06-03,17:00:00,Wednesday,2026-06-03 17:00,New York City,SoHo,SoHo,Evening,AssemblyAI,AssemblyAI,,AssemblyAI,assemblyai,False,,https://partiful.com/e/pIS8aostHgPm9GXmaN6X,pIS8aostHgPm9GXmaN6X,https://www.tech-week.com/calendar/nyc,added,50,B,"AI/agents; downtown convenient; peak Wednesday, evening; open/rsvp"
5489,From Startup to Scale: Using AI to Streamline and Grow,2026-06-04,16:30:00,Thursday,2026-06-04 16:30,New York City,Tribeca,Tribeca,Afternoon,Female Founder Collective,Female Founder Collective,,Female Founder Collective,female-founder-collective,False,,https://partiful.com/e/gP80ioDptVy1W5Gx5Lv4,gP80ioDptVy1W5Gx5Lv4,https://www.tech-week.com/calendar/nyc,added,50,B,"founders/operators; AI/agents; downtown convenient; Thursday density, afternoon; open/rsvp"
6455,Leading HR Through the AI Revolution,2026-06-01,17:30:00,Monday,2026-06-01 17:30,New York City,Financial District,Financial District,Evening,Bereisheet Tech,Bereisheet Tech,,Bereisheet Tech,bereisheet-tech,False,,https://partiful.com/e/BFLcrBj99wiF87EefZM3,BFLcrBj99wiF87EefZM3,https://www.tech-week.com/calendar/nyc,added,49,B,"AI/agents; downtown convenient; early-week push, evening; open/rsvp"
4530,True Confessions:AI Hype & Fundraising,2026-06-01,19:00:00,Monday,2026-06-01 19:00,New York City,SoHo,SoHo,Evening,Flywheel Strategy,Flywheel Strategy,Tech/ish,Flywheel Strategy; Tech/ish,flywheel-strategy; tech-ish,False,,https://partiful.com/e/PGgsiNcwPvVS7VW92mZM,PGgsiNcwPvVS7VW92mZM,https://www.tech-week.com/calendar/nyc,added,49,B,"AI/agents; downtown convenient; early-week push, evening; open/rsvp"
6479,AWS for Startups - AI Visionaries Forum,2026-06-02,16:00:00,Tuesday,2026-06-02 16:00,New York City,Midtown,Midtown,Afternoon,AWS for Startups,AWS Startups,,AWS Startups,aws-startups,False,gold,https://nyc-ai-visionaries-forum.splashthat.com/,,https://www.tech-week.com/calendar/nyc,added,49,B,"AI/agents; midtown reachable; peak Tuesday, afternoon; gold sponsor; open/rsvp"
6404,NYC RegTech and Compliance Happy Hour,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,Surveill,Surveill,,Surveill,surveill,False,,https://partiful.com/e/AKJAMb5YYWnLz8lFb5xl,AKJAMb5YYWnLz8lFb5xl,https://www.tech-week.com/calendar/nyc,added,49,B,"enterprise/security; networking format; midtown reachable; peak Tuesday, evening; open/rsvp"
6330,"AI in Heavily Regulated, High-Stakes Industries: HealthTech & FinTech",2026-06-02,18:30:00,Tuesday,2026-06-02 18:30,New York City,Nomad,Nomad,Evening,Orquezta,Orquezta,Theonix,Orquezta; Theonix,orquezta; theonix,False,,https://partiful.com/e/QaK3xX2vL5vLlQ2V9C5y,QaK3xX2vL5vLlQ2V9C5y,https://www.tech-week.com/calendar/nyc,added,49,B,"AI/agents; near downtown; peak Tuesday, evening; open/rsvp"
4779,The Art of the Table Curated Culinary Experience,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,SoHo,SoHo,Evening,Arnold & Porter,Arnold & Porter,Aon,Arnold & Porter; Aon,arnold-porter; aon,False,,https://partiful.com/e/Ab5lLaSZSFIEBGGIt19K,Ab5lLaSZSFIEBGGIt19K,https://www.tech-week.com/calendar/nyc,added,49,B,"curated/private; downtown convenient; peak Wednesday, evening; open/rsvp"
6526,The Mooch and IBM’s Gary Cohn on Owning the Future: Digital Sovereignty in the Age of AI,2026-06-04,13:00:00,Thursday,2026-06-04 13:00,New York City,Flatiron,Flatiron,Afternoon,IBM,IBM,,IBM,ibm,False,platinum,https://partiful.com/e/tUV88fW7J763Q0ZLdTBI,tUV88fW7J763Q0ZLdTBI,https://www.tech-week.com/calendar/nyc,added,49,B,"AI/agents; near downtown; Thursday density, afternoon; platinum sponsor; open/rsvp"
5795,"AI Cruise Happy Hour: AGI House, Alpha Square Group, General Catalyst, MongoDB & Backcountry.vc",2026-06-04,15:30:00,Thursday,2026-06-04 15:30,New York City,East Village,East Village,Afternoon,AGI House,AGI House,Alpha Square Group; Fidelity; Backcountry VC,AGI House; Alpha Square Group; Fidelity; Backcountry VC,agi-house; alpha-square-group; fidelity; backcountry-vc,False,,https://partiful.com/e/bzH8pCNS375AWo2jUqlD,bzH8pCNS375AWo2jUqlD,https://www.tech-week.com/calendar/nyc,added,49,B,"AI/agents; networking format; downtown convenient; Thursday density, afternoon; open/rsvp"
6577,Built in NYC: AI Edition,2026-06-04,16:00:00,Thursday,2026-06-04 16:00,New York City,Flatiron,Flatiron,Afternoon,Fenwick,Fenwick,Radical Ventures,Fenwick; Radical Ventures,fenwick; radical-ventures,False,platinum,https://partiful.com/e/KIimVVdYB8fjaiE1UdZz,KIimVVdYB8fjaiE1UdZz,https://www.tech-week.com/calendar/nyc,added,49,B,"AI/agents; near downtown; Thursday density, afternoon; platinum sponsor; open/rsvp"
5022,"[BIOADAPTING Happy Hour: AI, Holograms & the Future of Live Performance]",2026-06-04,17:00:00,Thursday,2026-06-04 17:00,New York City,Nomad,Nomad,Evening,Bioadapting,Bioadapting,Transforma Theatre,Bioadapting; Transforma Theatre,bioadapting; transforma-theatre,False,,https://partiful.com/e/0gu1lOnNUW1XdAVgqlKt,0gu1lOnNUW1XdAVgqlKt,https://www.tech-week.com/calendar/nyc,added,49,B,"AI/agents; networking format; near downtown; Thursday density, evening; open/rsvp"
6465,Healthcare AI Rooftop Happy Hour,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,SoHo,SoHo,Evening,Alaffia Health,Alaffia Health,,Alaffia Health,alaffia-health,False,,https://partiful.com/e/G2KyxGWf2wHA4lYjcd8F,G2KyxGWf2wHA4lYjcd8F,https://www.tech-week.com/calendar/nyc,added,48,B,"AI/agents; networking format; healthcare vertical; downtown convenient; peak Tuesday, evening; open/rsvp"
6514,In Good Company: An Intimate Dinner with the Women Leading Today's Tech Brands,2026-06-02,19:00:00,Tuesday,2026-06-02 19:00,New York City,Meatpacking District,Meatpacking District,Evening,Beacons AI,Beacons AI,,Beacons AI,beacon-ai,True,,,,https://www.tech-week.com/calendar/nyc,added,48,B,"AI/agents; high-signal format; reasonable Manhattan; peak Tuesday, evening; invite-only"
19,AI Agents: From Prototype to Production,2026-06-03,19:00:00,Wednesday,2026-06-03 19:00,New York City,Flatiron,Flatiron,Evening,Phinite AI,Phinite AI,NVIDIA; GMI; OSS4AI,Phinite AI; NVIDIA; GMI; OSS4AI,phinite-ai; nvidia; gmi; oss4ai,False,,https://partiful.com/e/DItIrZ4soRc9FKWDzvoT,DItIrZ4soRc9FKWDzvoT,https://www.tech-week.com/calendar/nyc,added,48,B,"AI/agents; near downtown; peak Wednesday, evening; open/rsvp"
6596,AI Agents in Finance - The Next Wave of Adoption,2026-06-01,18:00:00,Monday,2026-06-01 18:00,New York City,Nomad,Nomad,Evening,Women Leading AI,Women in AI,,Women in AI,women-in-ai,False,,https://partiful.com/e/qpq2DX18rcPKN4LDTtJb,qpq2DX18rcPKN4LDTtJb,https://www.tech-week.com/calendar/nyc,added,47,B,"AI/agents; near downtown; early-week push, evening; open/rsvp"
5560,Building Safe Agents for Business,2026-06-02,14:00:00,Tuesday,2026-06-02 14:00,New York City,Union Square,Union Square,Afternoon,ICME Labs,ICME Labs,,ICME Labs,icme-labs,False,,https://partiful.com/e/SsoQR8v1U9oS3KHP517R,SsoQR8v1U9oS3KHP517R,https://www.tech-week.com/calendar/nyc,added,47,B,"AI/agents; near downtown; peak Tuesday, afternoon; open/rsvp"
6463,The Rise of Role-Based AI,2026-06-02,14:00:00,Tuesday,2026-06-02 14:00,New York City,Nomad,Nomad,Afternoon,Ariso,Ariso,Opine; 24 and up,Ariso; Opine; 24 and up,ariso; opine; 24-and-up,False,,https://partiful.com/e/Y6JiO5I17r9Kcmz9BRXz,Y6JiO5I17r9Kcmz9BRXz,https://www.tech-week.com/calendar/nyc,added,47,B,"AI/agents; near downtown; peak Tuesday, afternoon; open/rsvp"
6480,"AI, Capital & CRE: What's Actually Working in the Built Environment",2026-06-02,15:00:00,Tuesday,2026-06-02 15:00,New York City,Union Square,Union Square,Afternoon,Relm,Relm,Metropolis Group; JUUNOO; Proptimal,Relm; Metropolis Group; JUUNOO; Proptimal,relm; metropolis-group; juunoo; proptimal,False,,https://partiful.com/e/vfnHvA22yQNk1H8Hh1Fb,vfnHvA22yQNk1H8Hh1Fb,https://www.tech-week.com/calendar/nyc,added,47,B,"AI/agents; near downtown; peak Tuesday, afternoon; open/rsvp"
6550,Women Building AI That Matters,2026-06-02,16:30:00,Tuesday,2026-06-02 16:30,New York City,Flatiron,Flatiron,Afternoon,Opsera,Opsera,ProgramEarth; AWS,Opsera; ProgramEarth; AWS,opsera; programearth; aws,False,,https://partiful.com/e/D07x2JMguAYHV1tdU6Jm,D07x2JMguAYHV1tdU6Jm,https://www.tech-week.com/calendar/nyc,added,47,B,"AI/agents; near downtown; peak Tuesday, afternoon; open/rsvp"
5872,Liquidity for RWA Private Credit Asset Managers,2026-06-03,16:00:00,Wednesday,2026-06-03 16:00,New York City,SoHo,SoHo,Afternoon,Protofire,Protofire,,Protofire,protofire,False,,https://partiful.com/e/h8O1Xi3GohXMHZ1FqrK0,h8O1Xi3GohXMHZ1FqrK0,https://www.tech-week.com/calendar/nyc,added,47,B,"curated/private; downtown convenient; peak Wednesday, afternoon; open/rsvp"
5426,AI in action: Executive roundtable & live demo forum,2026-06-04,10:00:00,Thursday,2026-06-04 10:00,New York City,Midtown,Midtown,Morning,PwC,PwC,,PwC,pwc,False,gold,https://partiful.com/e/ng86YpYK7z8hyoGBDHb2,ng86YpYK7z8hyoGBDHb2,https://www.tech-week.com/calendar/nyc,added,47,B,"AI/agents; high-signal format; midtown reachable; Thursday density, morning; gold sponsor; open/rsvp"
6562,"Investing in AI in 2026: For VCs, family offices, angels",2026-06-04,18:00:00,Thursday,2026-06-04 18:00,New York City,Tribeca,Tribeca,Evening,Good Investor Club,Good Investor Club,,Good Investor Club,good-investor-club,False,,https://partiful.com/e/QV0Ih8gphWIUgE3CjvyH,QV0Ih8gphWIUgE3CjvyH,https://www.tech-week.com/calendar/nyc,added,47,B,"AI/agents; downtown convenient; Thursday density, evening; open/rsvp"
6521,Soundcheck: Networking & Deals Insights for the Music Industry,2026-06-04,18:00:00,Thursday,2026-06-04 18:00,New York City,Financial District,Financial District,Evening,PwC,PwC,,PwC,pwc,False,gold,https://partiful.com/e/v5laWvDWHWiNPxlOocJc,v5laWvDWHWiNPxlOocJc,https://www.tech-week.com/calendar/nyc,added,47,B,"networking format; downtown convenient; Thursday density, evening; gold sponsor; open/rsvp"
6552,From AI Prompt to Real Jewelry,2026-06-04,18:30:00,Thursday,2026-06-04 18:30,New York City,SoHo,SoHo,Evening,Skyveil AI,Skyveil AI,EchoHer,Skyveil AI; EchoHer,skyveil-ai; echoher,False,,https://partiful.com/e/Zm3BaEMeL5lyMrBGyOW9,Zm3BaEMeL5lyMrBGyOW9,https://www.tech-week.com/calendar/nyc,added,47,B,"AI/agents; downtown convenient; Thursday density, evening; open/rsvp"
6744,Taste is the Moat: Building Consumer AI Beyond the Chatbot,2026-06-03,16:00:00,Wednesday,2026-06-03 16:00,New York City,Flatiron,Flatiron,Afternoon,Fenwick,Fenwick,,Fenwick,fenwick,False,,https://partiful.com/e/IIdZd3lVrg4N50JYS9Fg,IIdZd3lVrg4N50JYS9Fg,https://www.tech-week.com/calendar/nyc,added,46,B,"AI/agents; near downtown; peak Wednesday, afternoon; open/rsvp"
4711,Building the Responsible AI City,2026-06-03,17:00:00,Wednesday,2026-06-03 17:00,New York City,Gramercy Park,Gramercy Park,Evening,AI2030,AI2030,,AI2030,ai2030,False,,https://partiful.com/e/RRKTFLLQ3k5UpzWqjCtH,RRKTFLLQ3k5UpzWqjCtH,https://www.tech-week.com/calendar/nyc,added,46,B,"AI/agents; reasonable Manhattan; peak Wednesday, evening; open/rsvp"
6606,AI for Good Meetup,2026-06-01,14:00:00,Monday,2026-06-01 14:00,New York City,Flatiron,Flatiron,Afternoon,AI for Social Good NYC,AI for Social Good NYC,,AI for Social Good NYC,ai-for-social-good-nyc,False,,https://partiful.com/e/IwQrRKHdA83SveHTnf1X,IwQrRKHdA83SveHTnf1X,https://www.tech-week.com/calendar/nyc,added,45,B,"AI/agents; near downtown; early-week push, afternoon; open/rsvp"
6535,Low Latency Club Voice AI Meetup @NYC Tech Week,2026-06-01,17:00:00,Monday,2026-06-01 17:00,New York City,Chelsea,Chelsea,Evening,Telnyx,Telnyx,,Telnyx,telnyx,False,,https://partiful.com/e/RgHt813jEQVbAYoKl7cX,RgHt813jEQVbAYoKl7cX,https://www.tech-week.com/calendar/nyc,added,45,B,"AI/agents; reasonable Manhattan; early-week push, evening; open/rsvp"
6818,AI Search: The 500-foot view,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,Modus Digital,Modus Digital,Semrush,Modus Digital; Semrush,modus-digital; semrush,False,,https://partiful.com/e/HuAdcwZ2YjmPZobp316y,HuAdcwZ2YjmPZobp316y,https://www.tech-week.com/calendar/nyc,added,45,B,"AI/agents; midtown reachable; peak Tuesday, evening; open/rsvp"
6512,a16z New Media Happy Hour,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Financial District,Financial District,Evening,Andreessen Horowitz,Andreessen Horowitz,,Andreessen Horowitz,andreessen-horowitz,False,,https://partiful.com/e/h0NJIDOs2n2VBcznvikl,h0NJIDOs2n2VBcznvikl,https://www.tech-week.com/calendar/nyc,added,45,B,"networking format; downtown convenient; peak Tuesday, evening; open/rsvp"
6483,Next-Gen Social Content: AI Video Screening & Deep Dive,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,MartiniArt,MartiniArt,,MartiniArt,martiniart,False,,https://partiful.com/e/lEuafK4T1kCkkgdRotjO,lEuafK4T1kCkkgdRotjO,https://www.tech-week.com/calendar/nyc,added,45,B,"AI/agents; midtown reachable; peak Tuesday, evening; open/rsvp"
6820,NYC TechWeek x CHIEF: Building AI for an Intentional Life,2026-06-04,17:30:00,Thursday,2026-06-04 17:30,New York City,Union Square,Union Square,Evening,Banjo.ai,Banjo.ai,Chief,Banjo.ai; Chief,banjo-ai; chief,False,,https://partiful.com/e/tnjdx3R4HJ3wQyZeZ8PI,tnjdx3R4HJ3wQyZeZ8PI,https://www.tech-week.com/calendar/nyc,added,45,B,"AI/agents; near downtown; Thursday density, evening; open/rsvp"
6301,How We AI? NYC Edition,2026-06-04,18:00:00,Thursday,2026-06-04 18:00,New York City,Flatiron,Flatiron,Evening,CambrianEdge.ai,CambrianEdge.ai,,CambrianEdge.ai,cambrianedge-ai,False,,https://partiful.com/e/ImH5yBRFVdqG8ol24cmc,ImH5yBRFVdqG8ol24cmc,https://www.tech-week.com/calendar/nyc,added,45,B,"AI/agents; near downtown; Thursday density, evening; open/rsvp"
6520,Vercel's AI Cafe,2026-06-02,09:00:00,Tuesday,2026-06-02 09:00,New York City,Flatiron,Flatiron,Morning,Vercel,Vercel,,Vercel,vercel,False,gold,https://partiful.com/e/Qmtu47YtTIxUJ7JGzPSP,Qmtu47YtTIxUJ7JGzPSP,https://www.tech-week.com/calendar/nyc,added,44,C,"AI/agents; near downtown; peak Tuesday, morning, early; gold sponsor; open/rsvp"
6622,MLH Accelerate - AI hackathon for founders,2026-06-02,13:00:00,Tuesday,2026-06-02 13:00,New York City,Flatiron,Flatiron,Afternoon,Major League Hacking,Major League Hacking,,Major League Hacking,major-league-hacking,False,,https://partiful.com/e/MWGk8lDzyyBUFWW7Cv2f,MWGk8lDzyyBUFWW7Cv2f,https://www.tech-week.com/calendar/nyc,added,44,C,"founders/operators; AI/agents; hackathon; near downtown; peak Tuesday, afternoon; open/rsvp"
6269,The Agentic Company Playbook: Why Data Is Still the Moat,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,Midtown,Midtown,Evening,YG,YG,Sandro,YG; Sandro,yg; sandro,False,,https://partiful.com/e/TxqtiIE5vDlLmXeiRkDW,TxqtiIE5vDlLmXeiRkDW,https://www.tech-week.com/calendar/nyc,added,44,C,"AI/agents; midtown reachable; peak Wednesday, evening; open/rsvp"
6559,NYC Finance Leaders Dinner with Turnstile,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,Greenwich Village,Greenwich Village,Evening,Turnstile,Turnstile,,Turnstile,turnstile,True,,,,https://www.tech-week.com/calendar/nyc,added,44,C,"high-signal format; leaders/builders; near downtown; peak Wednesday, evening; invite-only"
6313,Tech Week: Networking Event by Ascent Valley,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,Financial District,Financial District,Evening,Ascent Valley,Ascent Valley,,Ascent Valley,ascent-valley,False,,https://partiful.com/e/qHNiowdDBNRygRjZlYcp,qHNiowdDBNRygRjZlYcp,https://www.tech-week.com/calendar/nyc,added,44,C,"networking format; downtown convenient; peak Wednesday, evening; open/rsvp"
6271,Generation AI: After the Algorithm,2026-06-03,18:30:00,Wednesday,2026-06-03 18:30,New York City,Midtown,Midtown,Evening,Anyway,Anyway,,Anyway,anyway,False,,https://partiful.com/e/X7mGXPmgyjEiS4oG9U97,X7mGXPmgyjEiS4oG9U97,https://www.tech-week.com/calendar/nyc,added,44,C,"AI/agents; midtown reachable; peak Wednesday, evening; open/rsvp"
6566,AI Founder × VC Breakfast,2026-06-04,10:00:00,Thursday,2026-06-04 10:00,New York City,SoHo,SoHo,Morning,You.com,You.com,,You.com,you-com,False,,https://partiful.com/e/Cm9Vo7iQf7tMc60ZdAcN,Cm9Vo7iQf7tMc60ZdAcN,https://www.tech-week.com/calendar/nyc,added,44,C,"founders/operators; AI/agents; downtown convenient; Thursday density, morning; open/rsvp"
6630,"AI-Native Women · NYC: Build, Operate, Influence",2026-06-05,18:00:00,Friday,2026-06-05 18:00,New York City,Chinatown,Chinatown,Evening,Her Frontier,Her Frontier,,Her Frontier,her-frontier,False,,https://partiful.com/e/lKauxsY3iT3JRiLZji2c,lKauxsY3iT3JRiLZji2c,https://www.tech-week.com/calendar/nyc,added,44,C,"AI/agents; downtown convenient; taper day, evening; open/rsvp"
6492,NY Tech Week: ML & Engineering Connect SoHo Happy Hour,2026-06-01,18:00:00,Monday,2026-06-01 18:00,New York City,SoHo,SoHo,Evening,R37 Lab - R1 RCM,R37 Lab - R1 RCM,,R37 Lab - R1 RCM,r37-lab-r1-rcm,False,,https://partiful.com/e/7ILtx8BRwV10Vo6CtHGb,7ILtx8BRwV10Vo6CtHGb,https://www.tech-week.com/calendar/nyc,added,43,C,"networking format; downtown convenient; early-week push, evening; open/rsvp"
4019,B2B Early-Stage Founders & Funders Breakfast,2026-06-02,09:30:00,Tuesday,2026-06-02 09:30,New York City,Hudson Yards,Hudson Yards,Morning,Forum Ventures,Forum Ventures,Cooley LLP,Forum Ventures; Cooley LLP,forum-ventures; cooley-llp,False,gold,https://partiful.com/e/8ZT9dY3olgGbE54rwJLh,8ZT9dY3olgGbE54rwJLh,https://www.tech-week.com/calendar/nyc,added,43,C,"founders/operators; B2B SaaS; midtown reachable; peak Tuesday, morning, early; gold sponsor; open/rsvp"
6498,Yahoo x beehiiv Comms & Media Mixer |,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Greenwich Village,Greenwich Village,Evening,Yahoo,Yahoo,https://www.beehiiv.com/,Yahoo; https://www.beehiiv.com/,yahoo; https-www-beehiiv-com,False,,https://partiful.com/e/eA5ORw6fKg24Xe61fIDn,eA5ORw6fKg24Xe61fIDn,https://www.tech-week.com/calendar/nyc,added,43,C,"networking format; near downtown; peak Tuesday, evening; open/rsvp"
6387,Investor Dinner with Stifel Bank & York IE,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,York IE,York IE,Stifel Bank,York IE; Stifel Bank,york-ie; stifel-bank,False,,https://partiful.com/e/tZhaSlXaHE3UvbpBvXAZ,tZhaSlXaHE3UvbpBvXAZ,https://www.tech-week.com/calendar/nyc,added,43,C,"high-signal format; midtown reachable; peak Tuesday, evening; open/rsvp"
6433,"""Unlocking the Youth Market with Age-Aware Design"" Roundtable / Workshop",2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,Vys,Vys,,Vys,vys,False,,https://partiful.com/e/TyWioDVBdTPLR3y80ZtJ,TyWioDVBdTPLR3y80ZtJ,https://www.tech-week.com/calendar/nyc,added,43,C,"high-signal format; midtown reachable; peak Tuesday, evening; open/rsvp"
