open_rank,rank,tier,recommended_action,opportunity_score,practical_score,confidence,access_bucket,buyer_fit_score,product_fit_score,topic_fit_score,signal_score,location_score,schedule_score,negative_score,fit_summary,matched_signals,caveats,description_excerpt,id,name,date,time,weekday,start_datetime_local,city,location,locations,time_bucket,company,primary_host,cohosts,all_hosts,host_keys,invite_only,sponsor_tier,event_url,source_url,fetch_status,fetch_error,final_url,canonical_url,local_html_path,page_title,event_description
50,171,B,Consider if it fits schedule,54,59,medium,open_or_rsvp,0,0,20,9,8,13,0,"topic: AI, enterprise; signal: builders/operators, networking format","AI, enterprise, builders/operators, networking format","downtown convenient; peak early-week day, evening friendly","AI Sandbox Happy Hour is a casual meetup for people building and deploying AI agents. Come swap notes on AI agents and simulations. Drinks, quick intros, and high-signal conversation with builders, product, and risk/compliance folks. This event is a part of #...",129,Sandbox & Sips: AI Simulation Sandbox Happy Hour,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,SoHo,SoHo,Evening,Veris AI,Veris AI,,Veris AI,veris-ai,False,,https://partiful.com/e/3c83it3DDwtNLeboisvt?c=6eHK-LeO,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/3c83it3DDwtNLeboisvt?c=6eHK-LeO,https://partiful.com/e/3c83it3DDwtNLeboisvt,data/source/event_pages/3c83it3DDwtNLeboisvt-6b4a310bca.html,Sandbox & Sips: AI Simulation … | Partiful,"AI Sandbox Happy Hour is a casual meetup for people building and deploying AI agents. Come swap notes on AI agents and simulations. Drinks, quick intros, and high-signal conversation with builders, product, and risk/compliance folks.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
51,179,B,Consider if it fits schedule,53,59,medium,open_or_rsvp,16,15,0,9,6,11,-12,"buyer: CTO audience; product: engineering productivity; signal: builders/operators, founders","CTO audience, engineering productivity, builders/operators, founders","near downtown; peak early-week day, afternoon; off-ICP signals: marketing/GTM/creator","Dependencies are now replaced with building it yourself, inside the product, alongside engineering. This hands-on workshop will teach you how. Join us for an afternoon exploring tools, practical workflows, and vibe coding. The future of software development m...",4177,Build-it-Yourself Workshop. For no-code builders inside commercial products,2026-06-02,15:00:00,Tuesday,2026-06-02 15:00,New York City,Nomad,Nomad,Afternoon,Myop.dev,myop.dev,,myop.dev,myop-dev,False,,https://partiful.com/e/8yTv1iGFROeqAMxI5XoN,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/8yTv1iGFROeqAMxI5XoN,https://partiful.com/e/8yTv1iGFROeqAMxI5XoN,data/source/event_pages/8yTv1iGFROeqAMxI5XoN-e59a987db5.html,RSVP to Build-It-Yourself Work… | Partiful,"Dependencies are now replaced with building it yourself, inside the product, alongside engineering. This hands-on workshop will teach you how. Join us for an afternoon exploring tools, practical workflows, and vibe coding.

The future of software development means everyone builds and moves faster together. The teams that figured this out first are seeing ~5x faster time-to-market — and it's more accessible than you think.

🧑‍💻We’ll be working hands-on, so make sure to bring your laptop and charger.

The Lineup:
👉 Keren Fanan (Co-Founder & CEO, Myop — ex CRO at Gett) — how vibe-coding helps non-technical teams ship faster: workflows, tools, and the technical vocabulary you actually need 

👉 Hadar Geva (Co-Founder & CTO, Myop — ex Wix) — hands-on session: take a real feature design or PRD, build its frontend step by step, from first prompt to a working, production-ready component 

Who is this for:
👉 PMs and product designers who want to ship UI without waiting on a dev cycle
👉 Growth and marketing people building on top of an existing product
👉Anyone on a product team who's non-technical but ready to start building"
52,180,B,Consider if it fits schedule,53,58,medium,open_or_rsvp,0,15,10,5,8,11,0,product: collaboration evidence; topic: AI; signal: builders/operators,"collaboration evidence, AI, builders/operators","downtown convenient; early-week push, evening friendly","AI at Work: A Panel on Decisions, Context, and What's Next Stating the obvious: AI has changed how we work. The less obvious part: the biggest outcomes aren't coming from the smartest models. They're coming from better decisions, grounded in real customer beh...",5110,Slack ✖︎ Amplitude: AI at work,2026-06-01,17:00:00,Monday,2026-06-01 17:00,New York City,Tribeca,Tribeca,Evening,Slack,Slack,Tightknit; Amplitude,Tightknit; Slack; Amplitude,tightknit; slack; amplitude,False,,https://partiful.com/e/dmFBKIxzn2LdFmktqas8,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/dmFBKIxzn2LdFmktqas8,https://partiful.com/e/dmFBKIxzn2LdFmktqas8,data/source/event_pages/dmFBKIxzn2LdFmktqas8-049e298627.html,"RSVP to Slack ✖︎ Amplitude: 
A… | Partiful","AI at Work: A Panel on Decisions, Context, and What's Next

Stating the obvious: AI has changed how we work. The less obvious part: the biggest outcomes aren't coming from the smartest models. They're coming from better decisions, grounded in real customer behavior, business context, and the conversations already happening across your team.

Join us for an evening of light bites, drinks, and an intimate panel with leaders from Slack, Amplitude, and Tightknit as we dig into the questions every operator is wrestling with right now:

* How is AI actually changing the way teams decide and act?
* What separates AI that feels smart from AI that understands your business?
* What does it look like when AI shows up where work already happens, instead of in yet another tab?
* What's coming in the next 12 months?

Hosted at Fabrik in NYC. Capped at 70 attendees.

Brought to you by Slack Community NYC, Amplitude, and Tightknit.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
53,181,B,Consider if it fits schedule,53,58,medium,open_or_rsvp,20,0,10,9,8,2,0,"buyer: technical leaders, executives; topic: AI; signal: builders/operators, networking format","technical leaders, executives, AI, builders/operators, networking format","downtown convenient; peak early-week day, morning drag, early","A three-day summit for mid-to-senior technologists driving AI strategy, architecture decisions, and business outcomes. The Women Who Code Summit is coming to New York at the IPIC Theater in the Seaport District. This summit is built for mid-to-senior technica...",6359,Women Who Code Summit,2026-06-02,09:00:00,Tuesday,2026-06-02 09:00,New York City,Financial District,Financial District,Morning,Women Who Code,Women Who Code,,Women Who Code,women-who-code,False,,https://partiful.com/e/MS799jnbmEb4W8981dii,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/MS799jnbmEb4W8981dii,https://partiful.com/e/MS799jnbmEb4W8981dii,data/source/event_pages/MS799jnbmEb4W8981dii-c32b30760e.html,Women Who Code Summit - #New Y… | Partiful,"A three-day summit for mid-to-senior technologists driving AI strategy, architecture decisions, and business outcomes.

The Women Who Code Summit is coming to New York at the IPIC Theater in the Seaport District.

This summit is built for mid-to-senior technical leaders shaping architecture, leading teams, and delivering measurable business outcomes. Expect executive-caliber sessions, leadership development, and a peer network of experienced technologists. If you’re ready to expand your impact and lead what’s next, this is your summit.

This event is a part of #NewYorkTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
54,182,B,Consider if it fits schedule,53,58,medium,open_or_rsvp,0,0,23,9,6,11,0,"topic: infra/platform, AI; signal: builders/operators, founders","infra/platform, AI, builders/operators, founders","near downtown; peak early-week day, afternoon","As AI moves from software into the physical world, a new stack is emerging for how intelligent systems are built, trained, and deployed. Aerospace primes, critical infrastructure operators, and advanced manufacturers face the same challenge: accurate and fast...",4690,Built for the Physical World: AI at the Aerospace and Industrial Frontier,2026-06-02,16:00:00,Tuesday,2026-06-02 16:00,New York City,Flatiron,Flatiron,Afternoon,PhysicsX,PhysicsX,NVIDIA; Zuru Automation,PhysicsX; NVIDIA; Zuru Automation,physicsx; nvidia; zuru-automation,False,,https://partiful.com/e/YA82tfIthdrTzphju3cm,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/YA82tfIthdrTzphju3cm,https://partiful.com/e/YA82tfIthdrTzphju3cm,data/source/event_pages/YA82tfIthdrTzphju3cm-5669340c24.html,RSVP to Built for the Physical… | Partiful,"As AI moves from software into the physical world, a new stack is emerging for how intelligent systems are built, trained, and deployed. Aerospace primes, critical infrastructure operators, and advanced manufacturers face the same challenge: accurate and fast multi-physics simulation and system-level validation at scale. Join us for a panel that brings together engineers, founders, and builders at the frontier of physical AI to explore what's actually being deployed today — from robotics and autonomy to industrial inspection and aerospace applications. Hosted by PhysicsX with NVIDIA Omniverse and Zuru Automation.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
55,183,B,Consider if it fits schedule,53,58,medium,open_or_rsvp,0,0,23,12,4,10,0,"topic: infra/platform, AI; signal: high-signal format, founders","infra/platform, AI, high-signal format, founders","reasonable Manhattan; peak midweek day, afternoon","Join us for a fireside chat and deep dive with Eric Simons, founder of Bolt.new, the platform that lets you create stunning apps & websites by chatting with AI. P.S. Include a good question for Eric, and we’ll prioritize your spot. 🦄 ---​ 🦄 Unicorner is the p...",5036,Bolt.new Founder Fireside,2026-06-03,13:00:00,Wednesday,2026-06-03 13:00,New York City,Chelsea,Chelsea,Afternoon,Unicorner,Unicorner,Bolt.new,Unicorner; Bolt.new,unicorner; bolt-new,False,,https://partiful.com/e/uFkYHnEZ8CMJ7igyHMEW,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/uFkYHnEZ8CMJ7igyHMEW,https://partiful.com/e/uFkYHnEZ8CMJ7igyHMEW,data/source/event_pages/uFkYHnEZ8CMJ7igyHMEW-5f622728d2.html,Bolt.new Founder Fireside - #N… | Partiful,"Join us for a fireside chat and deep dive with Eric Simons, founder of Bolt.new, the platform that lets you create stunning apps & websites by chatting with AI.

P.S. Include a good question for Eric, and we’ll prioritize your spot. 🦄

---​

🦄 Unicorner is the premier community for everything startups. Unicorner brings the stories of the best startups and unicorns-to-be directly to your inbox. With over two hundred startup covers and 60,000+ global readers, it's a top destination for startup content, events, and investment opportunities.

​​⚡️ Bolt.new is the agentic app building platform for AI-native teams. Make it possible for everyone at your company to create production-ready digital products that engineering can ship.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.

By registering for this event, you consent to receive post-event communications from the hosts. You may unsubscribe at any time."
56,184,B,Consider if it fits schedule,53,58,medium,open_or_rsvp,0,0,23,12,4,10,0,"topic: infra/platform, AI; signal: high-signal format, founders","infra/platform, AI, high-signal format, founders","reasonable Manhattan; peak midweek day, afternoon","Join us for a fireside chat and deep dive with Merrill Lutsky, co-founder and CEO of Graphite (acquired by Cursor). P.S. Include a good question for them, and we’ll prioritize your spot. 🦄 ---​ 🦄 Unicorner is the premier community for everything startups. Uni...",5082,Zero to Unicorn: Graphite Founder Fireside,2026-06-03,15:00:00,Wednesday,2026-06-03 15:00,New York City,Chelsea,Chelsea,Afternoon,Unicorner,Unicorner,Bolt.new,Unicorner; Bolt.new,unicorner; bolt-new,False,,https://partiful.com/e/ApHnxYHtB9fZYBmsj0g5,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/ApHnxYHtB9fZYBmsj0g5,https://partiful.com/e/ApHnxYHtB9fZYBmsj0g5,data/source/event_pages/ApHnxYHtB9fZYBmsj0g5-619368ac0a.html,Zero to Unicorn: Graphite Foun… | Partiful,"Join us for a fireside chat and deep dive with Merrill Lutsky, co-founder and CEO of Graphite (acquired by Cursor).

P.S. Include a good question for them, and we’ll prioritize your spot. 🦄

---​

🦄 Unicorner is the premier community for everything startups. Unicorner brings the stories of the best startups and unicorns-to-be directly to your inbox. With over two hundred startup covers and 60,000+ global readers, it's a top destination for startup content, events, and investment opportunities.

​​⚡️ Bolt.new is the agentic app building platform for AI-native teams. Make it possible for everyone at your company to create production-ready digital products that engineering can ship.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.

By registering for this event, you consent to receive post-event communications from the hosts. You may unsubscribe at any time."
57,185,B,Consider if it fits schedule,53,58,medium,open_or_rsvp,0,0,32,0,8,9,0,"topic: devtools, infra/platform, AI","devtools, infra/platform, AI","downtown convenient; still high-density, evening friendly",MachineTrader.io is excited to launch its new dedicated algorithmic trading site as part of Tech Week - AI Velocity Trading. While MachineTrader offers its users a platform for writing proprietary trading algorithms using the visual programming environment No...,4344,AI Velocity Trading: Official Launch & Strategy Discussion,2026-06-04,17:00:00,Thursday,2026-06-04 17:00,New York City,Financial District,Financial District,Evening,"AI Velocity Fund, LLC","AI Velocity Fund, LLC",,"AI Velocity Fund, LLC",ai-velocity-fund-llc,False,,https://partiful.com/e/vfUtZSxua5sANHaUJPdb,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/vfUtZSxua5sANHaUJPdb,https://partiful.com/e/vfUtZSxua5sANHaUJPdb,data/source/event_pages/vfUtZSxua5sANHaUJPdb-e9c5f6acff.html,AI Velocity Trading: Official … | Partiful,"MachineTrader.io is excited to launch its new dedicated algorithmic trading site as part of Tech Week - AI Velocity Trading. While MachineTrader offers its users a platform for writing proprietary trading algorithms using the visual programming environment Node-RED, AI Velocity offers pre-built, backtested strategies running in live and paper trading accounts.

AI Velocity Trading is a high-performance execution platform offering retail traders the infrastructure, sophisticated, and pre-configured algorithms reserved for hedge funds. Users have Immediate access to professional-grade, multi-leg options strategies—including Iron Condors, Iron Butterflies, and Bull Call Spreads—alongside momentum, mean reversion, and statistical arbitrage models.

AI Velocity’s scale is our speed. Unlike legacy institutions, we iterate on market signals in seconds, not weeks, maintaining a market-neutral posture through pure algorithmic rigor.

Evidence-Based Trading
Every strategy is supported by exhaustive backtesting data and transparent daily performance reports, ensuring your edge is backed by numbers, not intuition.

Seamless Alpaca Integration
AI Velocity is not a broker-dealer. Your trades are executed throughout the top-rated, commission-free Alpaca Trading API. Their state-of-the-art trading architecture handles the heavy lifting of execution so you can focus on the signals.

Risk-Free Iteration
In this session, we will show you validate your approach with the ability to run simulations in up to three concurrent paper trading accounts before putting real capital at risk. Move from sandbox to live trading with a single toggle when your data confirms the edge.

What You’ll Do
Bring your laptop and leave with running strategies deployed to your Alpaca paper account —without writing code. We’ll take you through some of the strategies and explore the thinking behind them. 

Who Should Attend
Those curious about how trading systems work end-to-end.
People interested in automation who don't want to build from scratch.
Anyone exploring AI workflows for real-world use cases.

https://www.aivelocitytrading.com

This event is a part of #BosTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at https://www.tech-week.com"
58,194,B,Consider if it fits schedule,52,58,medium,open_or_rsvp,16,0,10,13,4,1,0,"buyer: CTO audience; topic: AI; signal: builders/operators, founders","CTO audience, AI, builders/operators, founders, networking format","reasonable Manhattan; peak midweek day, morning drag, early","Welcome to the Google for Startups Hub at NY Tech Week! Enjoy priority entry to all sessions throughout the day, plus exclusive access to the VIP Founder Lounge. Designed as your TechWeek home base, the lounge provides a quiet space to enjoy a catered lunch,...",4342,Google for Startups Hub,2026-06-03,09:00:00,Wednesday,2026-06-03 09:00,New York City,Chelsea,Chelsea,Morning,Google for Startups,Google for Startups,,Google for Startups,google-for-startups,False,gold,https://partiful.com/e/ZzxFq9vcfoDUqBBRQTzv,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/ZzxFq9vcfoDUqBBRQTzv,https://partiful.com/e/ZzxFq9vcfoDUqBBRQTzv,data/source/event_pages/ZzxFq9vcfoDUqBBRQTzv-43088edbc2.html,RSVP to Google for Startups Hu… | Partiful,"Welcome to the Google for Startups Hub at NY Tech Week! 

Enjoy priority entry to all sessions throughout the day, plus exclusive access to the VIP Founder Lounge. Designed as your TechWeek home base, the lounge provides a quiet space to enjoy a catered lunch, catch up on emails, and recharge amidst the busy schedule.

Secure your VIP pass here for all-day access, or browse our schedule below, to RSVP for individual sessions throughout the day, head to those partiful pages to register.

Please note: This Hub and its programming are strictly reserved for the startup community. Our sessions are unapologetically technical and built exclusively for early-stage founders, CTOs, and startup builders. If you are building the next generation of tech, this is your home base for state-of-the-art AI insights, hands-on workshops, and high-value networking.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
59,195,B,Consider if it fits schedule,52,57,medium,open_or_rsvp,0,0,10,17,8,13,0,"topic: AI; signal: high-signal format, builders/operators","AI, high-signal format, builders/operators, founders","downtown convenient; peak early-week day, evening friendly","Vibe Space Founder Dinner is a focused, founders-only evening for builders in our AI-native accelerator to step away from the screen and talk honestly about what they are building. Around the table, every seat belongs to someone who is in the arena right now,...",5165,Vibe Space Founders Dinner,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Tribeca,Tribeca,Evening,Venture Miner,Venture Miner,,Venture Miner,venture-miner,False,,https://partiful.com/e/Vx6hXNmWtfBBCEID3iVV,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/Vx6hXNmWtfBBCEID3iVV,https://partiful.com/e/Vx6hXNmWtfBBCEID3iVV,data/source/event_pages/Vx6hXNmWtfBBCEID3iVV-e4afe9f4e2.html,Vibe Space Founders Dinner - #… | Partiful,"Vibe Space Founder Dinner is a focused, founders-only evening for builders in our AI-native accelerator to step away from the screen and talk honestly about what they are building.

Around the table, every seat belongs to someone who is in the arena right now, shipping product, wrestling with distribution, and navigating the chaos of the AI era, where real founders will be comparing notes on what’s working, what’s breaking, and how to make the next 90 days actually move the needle.

This event is a part of #NY TechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
60,196,B,Consider if it fits schedule,52,57,medium,open_or_rsvp,0,0,32,9,0,7,0,"topic: infra/platform, AI, enterprise; signal: builders/operators, founders","infra/platform, AI, enterprise, builders/operators, founders","unknown location; still high-density, afternoon","There are 15,000 bodegas in New York City. They move billions in commerce. And almost none of them run on modern infrastructure. That's not a problem — it's a massive, untapped opportunity. The Bodega and Small Business Innovation Summit gathers the sharpest...",5801,Bodega and Small Business Innovation Summit - Digitizing the Corner Store,2026-06-04,16:00:00,Thursday,2026-06-04 16:00,New York City,,,Afternoon,Bodega and Small Business Group,Bodega and Small Business Group,"Venture Outfitters, Inc. DBA Tech Ranch","Bodega and Small Business Group; Venture Outfitters, Inc. DBA Tech Ranch",bodega-and-small-business-group; venture-outfitters-inc-dba-tech-ranch,False,,https://partiful.com/e/K5lGeT64lmY0bPqejje4?c=gLDxMns-,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/K5lGeT64lmY0bPqejje4?c=gLDxMns-,https://partiful.com/e/K5lGeT64lmY0bPqejje4,data/source/event_pages/K5lGeT64lmY0bPqejje4-48db9485e6.html,Bodega and Small Business Inno… | Partiful,"There are 15,000 bodegas in New York City. They move billions in commerce. And almost none of them run on modern infrastructure.

That's not a problem — it's a massive, untapped opportunity.

The Bodega and Small Business Innovation Summit gathers the sharpest minds in media tech, AI, fintech, and security to unpack a radical thesis: the corner store is the next great platform — if we build the right tools and protect what makes it matter.

This isn't about slapping an iPad on a deli counter. The panel introduces the ""Sovereign Bodega"" framework — integrated digital systems that let small businesses unlock new revenue streams, compete with chains, and scale on their own terms. Modernization without displacement. Tech without erasure.

Hosted by the Bodega and Small Business Association, Tech Ranch, Bodegas TV, and Angeles Investors during #NYTechWeek, this is where community-rooted commerce meets institutional capital.

If you're allocating toward urban retail, local commerce infrastructure, or AI-powered SMB tools — this panel is your deal flow. Grab your spot before it's gone.

This conversation brings together founders, operators, and technologists to explore how integrated systems—not isolated tools—can redefine the future of small business in urban communities.

This event is hosted by Bodega and Small Business Association, Tech Ranch. Collaborators also include Bodegas TV and Angeles Investors. 

The event is hosted at the 10 Centre St . Event location: https://maps.google.com/maps/place/10+Centre+St,+Bronx,+NY+10464/data=!4m2!3m1!1s0x89c28b80d56e2681:0x90e1429cbe4f5d79?entry=s&sa=X&ved=1t:78214&hl=en-mx&ictx=111

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
61,213,B,Consider if it fits schedule,51,57,medium,open_or_rsvp,18,0,10,4,6,5,0,buyer: VP engineering audience; topic: AI; signal: founders,"VP engineering audience, AI, founders","near downtown; peak early-week day, morning drag","The way we build companies is changing. This panel brings together five members of Valon's leadership team to explore what it looks like to operate at the frontier of AI, ambitious product development, and a rapidly evolving workforce. From engineering and pr...",4702,The Future of Work,2026-06-02,11:00:00,Tuesday,2026-06-02 11:00,New York City,Flatiron,Flatiron,Morning,Valon,Valon,,Valon,valon,False,,https://partiful.com/e/GTWJvQGfddpsW5MBheNs,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/GTWJvQGfddpsW5MBheNs,https://partiful.com/e/GTWJvQGfddpsW5MBheNs,data/source/event_pages/GTWJvQGfddpsW5MBheNs-f2d089d6ad.html,RSVP to The Future of Work - #… | Partiful,"The way we build companies is changing. 

This panel brings together five members of Valon's leadership team to explore what it looks like to operate at the frontier of AI, ambitious product development, and a rapidly evolving workforce. 

From engineering and product to company-building and culture, the conversation spans the full arc of what it means to lead a modern tech company.

Panelists
Andrew Wang, CEO and Co-Founder
Linda Du, President and Co-Founder
Hongxia Zhong, VP of Engineering
Jake Mintz, Head of Product
Marisa Rackson, Head of People

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
62,214,B,Consider if it fits schedule,51,56,medium,open_or_rsvp,0,0,32,13,2,0,0,"topic: infra/platform, AI, enterprise; signal: builders/operators, founders","infra/platform, AI, enterprise, builders/operators, founders, networking format","midtown reachable; early-week push, morning drag, early","The Australian AI Summit 2026 brings together Australian founders, U.S. investors, enterprise leaders, and policymakers for a two-day program in New York focused on accelerating AI innovation across borders, with sessions spanning commercialization, enterpris...",4969,Accelerate AI Summit: Australian x US AI,2026-06-01,09:00:00,Monday,2026-06-01 09:00,New York City,Midtown,Midtown,Morning,American Australian Association,American Australian Association,,American Australian Association,american-australian-association,False,,https://partiful.com/e/ifuH1HpxZuX8IjSb3Khb,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/ifuH1HpxZuX8IjSb3Khb,https://partiful.com/e/ifuH1HpxZuX8IjSb3Khb,data/source/event_pages/ifuH1HpxZuX8IjSb3Khb-1d6fb19e3b.html,RSVP to Accelerate AI Summit: … | Partiful,"The Australian AI Summit 2026 brings together Australian founders, U.S. investors, enterprise leaders, and policymakers for a two-day program in New York focused on accelerating AI innovation across borders, with sessions spanning commercialization, enterprise adoption, investment strategy, and the policy and infrastructure needed to scale globally. Hosted by the American Australian Association in partnership with the Australian Trade and Investment Commission, the summit emphasizes practical pathways for Australian companies entering the U.S. market—covering everything from selling to American corporates and accessing capital to navigating big tech partnerships and emerging trends like agentic AI—while fostering high-value networking through investor matchmaking, community events, and collaboration ahead of broader global gatherings like AI Summit New York.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
63,215,B,Consider if it fits schedule,51,56,medium,open_or_rsvp,7,0,18,13,2,7,0,"buyer: executives; topic: AI, B2B SaaS; signal: builders/operators, founders","executives, AI, B2B SaaS, builders/operators, founders, networking format","midtown reachable; early-week push, midday","Why is it so hard to differentiate in the current market? Because in a sea of ""AI-powered"" promises, the investor's brain is naturally skeptical. To win, you don't just need better code—you need to build immediate neural authority. In this intensive 90-minute...",5246,The AI & SaaS Pitch Clinic: The Neuroscience of Authority,2026-06-01,12:30:00,Monday,2026-06-01 12:30,New York City,Midtown,Midtown,Noon,Jennifer Pawlitschek Consulting,Jennifer Pawlitschek Consulting,,Jennifer Pawlitschek Consulting,jennifer-pawlitschek-consulting,False,,https://partiful.com/e/nVdos7eUUmpArmPn6UDb,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/nVdos7eUUmpArmPn6UDb,https://partiful.com/e/nVdos7eUUmpArmPn6UDb,data/source/event_pages/nVdos7eUUmpArmPn6UDb-aca1fe8875.html,The AI & SaaS Pitch Clinic: Th… | Partiful,"Why is it so hard to differentiate in the current market? Because in a sea of ""AI-powered"" promises, the investor's brain is naturally skeptical. To win, you don't just need better code—you need to build immediate neural authority.

In this intensive 90-minute masterclass, neuroscience-based executive coach Jennifer Pawlitschek teaches you how to cut through the noise and anchor your value proposition in the minds of high-stakes investors.

🚀 Kick Off Tech Week with Authority
This masterclass is held on the first day of NY Tech Week to help you stand out when the competition is at its peak. Master your narrative so you can pitch with total conviction at every demo day and mixer.

Key Takeaways:
• The Authority Anchor: How to trigger the ""Expert"" response in the listener's brain.
• Signal-to-Noise Optimization: Strip away the AI jargon that triggers mental fatigue.
• The Conviction Protocol: Lead with the ""Why"" so the data actually sticks.

🗺️ Ready to transform your pitch?
Limited to 10 founders to ensure personalized coaching and high-impact results. Secure your seat via the RSVP button below.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com"
64,216,B,Consider if it fits schedule,51,56,medium,open_or_rsvp,0,0,23,5,8,11,0,"topic: infra/platform, AI; signal: builders/operators","infra/platform, AI, builders/operators","downtown convenient; peak early-week day, afternoon","AI is a moving target, changing week by week and reshaping how companies build, invest, and serve customers in real time. On June 2nd, we'll bring together leaders shaping that change from every angle, including venture, infrastructure, and customer experienc...",4214,"AI After Tomorrow: Investing, Building Tech, and Serving Customers",2026-06-02,15:30:00,Tuesday,2026-06-02 15:30,New York City,Tribeca,Tribeca,Afternoon,Techstars,Techstars,DigitalOcean; Zendesk,Techstars; DigitalOcean; Zendesk,techstars; digitalocean; zendesk,False,,https://partiful.com/e/ufVzlWMFQfSIbmaWnC8U,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/ufVzlWMFQfSIbmaWnC8U,https://partiful.com/e/ufVzlWMFQfSIbmaWnC8U,data/source/event_pages/ufVzlWMFQfSIbmaWnC8U-7e385a7d9d.html,RSVP to AI After Tomorrow: Inv… | Partiful,"AI is a moving target, changing week by week and reshaping how companies build, invest, and serve customers in real time. On June 2nd, we'll bring together leaders shaping that change from every angle, including venture, infrastructure, and customer experience. 

Featuring Andrew Cleland, Chief Investment Officer of Techstars, alongside Colin Murphy, Chief Customer Officer of Zendesk, and a senior leader of DigitalOcean (to be announced), this session offers a 360° view of where AI is today and where it is heading next.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
65,217,B,Consider if it fits schedule,51,56,medium,open_or_rsvp,7,0,26,0,8,13,-7,"buyer: software builders; topic: devtools, AI","software builders, devtools, AI","downtown convenient; peak early-week day, evening friendly; off-ICP signals: off-ICP vertical","Kick off Tech Week NY the right way! Come hang with Composio, Daytona, Postman, Render, WorkOS, and the Tech Week NY developer community for a fun night of drinks, small bites, and tech demos from those building for the future, using Agents and APIs. This eve...",4224,🗽WorkOS + Postman Agents & APIs Demo Night,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,SoHo,SoHo,Evening,Postman,Postman,WorkOS,Postman; WorkOS,postman; workos,False,,https://partiful.com/e/XqIBMZmB4oubCZWFP2Sl,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/XqIBMZmB4oubCZWFP2Sl,https://partiful.com/e/XqIBMZmB4oubCZWFP2Sl,data/source/event_pages/XqIBMZmB4oubCZWFP2Sl-f737163dd7.html,🗽WorkOS + Postman Agents & AP… | Partiful,"Kick off Tech Week NY the right way! 

Come hang with Composio, Daytona, Postman, Render, WorkOS, and the Tech Week NY developer community for a fun night of drinks, small bites, and tech demos from those building for the future, using Agents and APIs.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.

​Legal Stuff

​By registering you agree that listed host companies can send you updates and news about thier products and services. You can unsubscribe anytime using the link in an email or by contacting the companies."
